 Protocol, Flow Duration,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd Packets/s, Bwd Packets/s,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward, Label
6,2163307,3959.6784,11.55638104,90137.79167,380166.7616,1863149,2,2163307,154521.9286,494980.2193,1863149,2,106860,11873.33333,34036.18046,102595,3,6.933828624,4.622552416,8192,2050,13,20,BENIGN
6,5053361,2.770433381,0.791552395,1684453.667,2873225.484,5002038,160,5053361,2526680.5,3500684.148,5002038,51323,0,0,0,0,0,0.593664296,0.197888099,8192,26883,2,20,BENIGN
6,33128586,218.9649748,0.935747756,1104286.2,6035821.682,33100000,1,33100000,2070536.625,8264351.807,33100000,1,2605,200.3846154,224.5400998,521,3,0.513151995,0.422595761,8192,2049,15,20,BENIGN
6,58,206896.5517,34482.75862,58,0,58,58,0,0,0,0,0,0,0,0,0,0,17241.37931,17241.37931,252,2049,0,20,BENIGN
17,128,1500000,31250,42.66666667,67.84049921,121,3,4,4,0,4,4,3,3,0,3,3,15625,15625,-1,-1,1,32,BENIGN
6,5916655,2.028173013,0.676057671,1972218.333,3338270.863,5826573,153,5916655,2958327.5,4056311.686,5826573,90082,0,0,0,0,0,0.507043253,0.169014418,8192,5840,2,20,BENIGN
17,49205,5263.692714,40.64627578,49205,0,49205,49205,0,0,0,0,0,0,0,0,0,0,20.32313789,20.32313789,-1,-1,0,32,BENIGN
17,275,2727272.727,14545.45455,91.66666667,116.7918376,224,3,3,3,0,3,3,48,48,0,48,48,7272.727273,7272.727273,-1,-1,1,20,BENIGN
17,184,1043478.261,21739.13043,61.33333333,65.37838583,132,3,3,3,0,3,3,49,49,0,49,49,10869.56522,10869.56522,-1,-1,1,32,BENIGN
17,132,3181818.182,30303.0303,44,41.58124577,84,1,1,1,0,1,1,47,47,0,47,47,15151.51515,15151.51515,-1,-1,1,32,BENIGN
6,600570,19.98101803,3.330169672,600570,0,600570,600570,600570,600570,0,600570,600570,0,0,0,0,0,3.330169672,0,256,-1,1,20,BENIGN
6,5410067,2.218087133,0.739362378,1803355.667,3049696.823,5324498,144,5410067,2705033.5,3704482.222,5324498,85569,0,0,0,0,0,0.554521783,0.184840594,8192,29200,2,20,BENIGN
6,5465636,2.19553589,0.731845297,1821878.667,3142266.529,5450245,129,5465636,2732818,3843022.118,5450245,15391,0,0,0,0,0,0.548883973,0.182961324,8192,29200,2,20,BENIGN
6,5410287,2.217996938,0.739332313,1803429,3049664.858,5324534,210,5410287,2705143.5,3704377.57,5324534,85753,0,0,0,0,0,0.554499235,0.184833078,8192,29200,2,20,BENIGN
6,5170365,2.320919316,0.773639772,1723455,2964703.133,5146773,174,5170365,2585182.5,3622636.026,5146773,23592,0,0,0,0,0,0.580229829,0.193409943,8192,29200,2,20,BENIGN
17,159,1182389.937,25157.2327,53,52.67826876,108,3,3,3,0,3,3,48,48,0,48,48,12578.61635,12578.61635,-1,-1,1,32,BENIGN
17,132956,2985.950239,15.04257047,132956,0,132956,132956,0,0,0,0,0,0,0,0,0,0,7.521285237,7.521285237,-1,-1,0,32,BENIGN
17,101736,5543.760321,78.63489817,14533.71429,27091.99863,70047,1,101337,33779,58463.64788,101287,1,70450,23483.33333,40630.1654,70399,3,39.31744908,39.31744908,-1,-1,3,20,BENIGN
6,6092589,1.969606025,0.656535342,2030863,3439695.13,6002341,130,6092589,3046294.5,4180481.051,6002341,90248,0,0,0,0,0,0.492401506,0.164133835,8192,5840,2,20,BENIGN
6,1994601,1341.621708,6.517594246,166216.75,562745.9565,1952854,37,41747,6957.833333,16047.8066,39709,170,1994317,398863.4,889667.1136,1990348,474,3.509473825,3.008120421,29200,8,3,32,BENIGN
6,4,7750000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,500000,0,252,-1,0,32,BENIGN
6,600045,19.99850011,3.333083352,600045,0,600045,600045,600045,600045,0,600045,600045,0,0,0,0,0,3.333083352,0,256,-1,1,20,BENIGN
6,1132080,10.5999576,4.416649,283020,566036.6667,1132075,1,0,0,0,0,0,5,1.666666667,1.154700538,3,1,0.8833298,3.5333192,256,65535,0,20,BENIGN
6,2002791,1362.099191,6.490941891,166899.25,564438.8803,1958869,49,43922,7320.333333,17001.42451,42018,144,2002507,400501.4,893487.4229,1998820,461,3.495122556,2.995819334,29200,8,3,32,BENIGN
6,3,10300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,666666.6667,0,252,-1,0,32,BENIGN
6,30735996,1.756897678,0.29281628,3841999.5,5103278.26,10000000,29485,30700000,7683999,4691282,10000000,647076,30100000,10000000,61.87891402,10000000,10000000,0.162675711,0.130140569,64240,41432,4,20,BENIGN
6,3,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,666666.6667,0,41432,-1,1,20,BENIGN
6,955013,12.56527398,5.235530825,238753.25,477502.5,955007,1,0,0,0,0,0,6,2,1,3,1,1.047106165,4.18842466,256,65535,0,20,BENIGN
17,32925,4920.273349,60.74411541,32925,0,32925,32925,0,0,0,0,0,0,0,0,0,0,30.37205771,30.37205771,-1,-1,0,40,BENIGN
6,10164434,187.9101188,1.180587134,924039.4545,1951917.102,4958986,117,5205448,1041089.6,2092640.231,4782444,505,10100000,2015832,2682673.879,4999188,39126,0.590293567,0.590293567,8192,62,5,20,BENIGN
6,189,63492.06349,10582.01058,189,0,189,189,189,189,0,189,189,0,0,0,0,0,10582.01058,0,252,-1,1,20,BENIGN
6,10217609,186.9321874,1.174443062,928873.5455,1951316.599,4958890,27,5258719,1051743.8,2091228.129,4789753,271,10100000,2026494.2,2676818.756,5000555,40066,0.587221531,0.587221531,8192,62,5,20,BENIGN
6,162,74074.07407,12345.67901,162,0,162,162,162,162,0,162,162,0,0,0,0,0,12345.67901,0,252,-1,1,20,BENIGN
6,10484641,985.250711,4.196614839,243828.8605,1559708.192,10200000,1,10500000,455853.9565,2131474.088,10200000,1,10500000,551815.4737,2392511.509,10400000,3,2.289062639,1.907552199,8192,2049,22,20,BENIGN
6,7,1714285.714,285714.2857,7,0,7,7,0,0,0,0,0,0,0,0,0,0,142857.1429,142857.1429,2049,16120,0,20,BENIGN
6,75432030,67.45145265,0.410966005,2514401,4347950.136,10200000,1,71900000,4493329.875,5206231.735,10300000,1,75400000,5799951.154,5043846.309,10300000,186,0.225368454,0.185597551,29200,26064,3,32,BENIGN
6,48,1104166.667,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,41666.66667,0,39200,-1,0,32,BENIGN
6,8174470,625.8509726,1.46798508,743133.6364,1617415.488,4954304,155,3220166,536694.3333,1093433.845,2766384,497,8084621,2021155.25,2386565.725,4998791,91744,0.85632463,0.61166045,8192,12,6,20,BENIGN
6,5179011,42.09297876,0.772348234,1726337,2912645.183,5089172,114,89839,89839,0,89839,89839,5089286,5089286,0,5089286,5089286,0.386174117,0.386174117,8192,11,1,20,BENIGN
6,74,162162.1622,27027.02703,74,0,74,74,74,74,0,74,74,0,0,0,0,0,27027.02703,0,255,-1,1,20,BENIGN
6,349,34383.95415,5730.659026,349,0,349,349,349,349,0,349,349,0,0,0,0,0,5730.659026,0,252,-1,1,20,BENIGN
17,16380,5860.805861,122.1001221,16380,0,16380,16380,0,0,0,0,0,0,0,0,0,0,61.05006105,61.05006105,-1,-1,0,20,BENIGN
6,1999980,1338.01338,6.500065001,166665,563892.7001,1956921,48,43059,7176.5,16578.4879,41011,158,1999708,399941.6,892078.6047,1995740,455,3.500035,3.00003,29200,8,3,32,BENIGN
6,3,10300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,666666.6667,0,252,-1,0,32,BENIGN
6,112653992,75.89611205,0.479343866,2125547.019,5337686.749,16500000,1,113000000,3218685.486,6320788.251,16500000,1,113000000,6626680.294,7804447.962,16500000,1,0.319562577,0.159781289,299,2078,17,32,BENIGN
17,90541,2451.927856,22.08944014,90541,0,90541,90541,0,0,0,0,0,0,0,0,0,0,11.04472007,11.04472007,-1,-1,0,20,BENIGN
17,48264,13467.59489,124.3162606,9652.8,15953.92308,36772,3,36779,12259.66667,21228.30338,36772,3,4,4,0,4,4,82.87750704,41.43875352,-1,-1,3,32,BENIGN
17,38068,7145.108753,52.53756436,38068,0,38068,38068,0,0,0,0,0,0,0,0,0,0,26.26878218,26.26878218,-1,-1,0,32,BENIGN
17,169,970414.2012,23668.63905,56.33333333,57.3527099,117,3,3,3,0,3,3,49,49,0,49,49,11834.31953,11834.31953,-1,-1,1,20,BENIGN
6,117945451,63.85155117,0.339139828,3024242.333,13100000,58900000,1,118000000,6552525.056,19000000,58900000,3,118000000,5892976.35,18100000,59000000,1,0.161091418,0.17804841,8192,360,18,20,BENIGN
17,207,2222222.222,19323.6715,69,78.63205453,156,3,3,3,0,3,3,48,48,0,48,48,9661.835749,9661.835749,-1,-1,1,32,BENIGN
17,217,1493087.558,18433.17972,72.33333333,82.5126253,164,4,4,4,0,4,4,49,49,0,49,49,9216.589862,9216.589862,-1,-1,1,20,BENIGN
6,115350541,5.071497671,0.260076804,3977604.862,4868362.539,10000000,46,115000000,7690036.067,4166838.911,10000000,36803,111000000,8501072.923,3752520.572,10000000,444,0.138707629,0.121369175,8192,343,15,20,BENIGN
6,115647339,108.6925139,0.363173077,2820666.805,4460462.349,10000000,47,116000000,5782366.95,4950878.294,10100000,47,111000000,5545800.55,5120191.889,10100000,181,0.181586539,0.181586539,8192,11459,20,20,BENIGN
6,3,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,666666.6667,0,11512,-1,1,20,BENIGN
6,116728269,117.0838916,0.359810013,2847030.951,4458008.105,10100000,27,117000000,5836413.45,4886914.036,10100000,168,112000000,5578390.1,5067672.083,10100000,48,0.179905007,0.179905007,8192,351,20,20,BENIGN
6,1000163,11.99804432,1.999674053,1000163,0,1000163,1000163,1000163,1000163,0,1000163,1000163,0,0,0,0,0,1.999674053,0,11512,-1,1,20,BENIGN
6,118273011,51.68550245,0.270560458,3815258.419,14700000,58900000,2,118000000,8448072.214,21300000,58900000,192,118000000,7386659.813,20100000,59000000,2,0.126825215,0.143735243,8192,360,14,20,BENIGN
17,26666,3600.090002,75.00187505,26666,0,26666,26666,0,0,0,0,0,0,0,0,0,0,37.50093752,37.50093752,-1,-1,0,20,BENIGN
6,116023386,11.72177478,0.284425417,3625730.813,4849277.245,10200000,52,116000000,6824905.059,4779658.431,10200000,96,113000000,8048058.143,4297604.086,10200000,457,0.155141137,0.129284281,29200,972,2,32,BENIGN
17,30662,5152.958059,65.2273172,30662,0,30662,30662,0,0,0,0,0,0,0,0,0,0,32.6136586,32.6136586,-1,-1,0,20,BENIGN
6,117395424,12.73473828,0.153327953,6905613.176,19400000,58900000,1,117000000,14700000,27100000,58900000,38,117000000,14700000,27100000,59000000,1,0.076663976,0.076663976,254,381,8,20,BENIGN
17,30434,4271.538411,65.71597555,30434,0,30434,30434,0,0,0,0,0,0,0,0,0,0,32.85798778,32.85798778,-1,-1,0,20,BENIGN
17,223,1757847.534,17937.21973,74.33333333,44.74743941,126,48,48,48,0,48,48,49,49,0,49,49,8968.609865,8968.609865,-1,-1,1,32,BENIGN
17,86105,1370.419836,23.22745485,86105,0,86105,86105,0,0,0,0,0,0,0,0,0,0,11.61372743,11.61372743,-1,-1,0,20,BENIGN
17,78370158,4.083186868,0.051039836,26100000,45100000,78200000,30638,78300000,78300000,0,78300000,78300000,78200000,78200000,0,78200000,78200000,0.025519918,0.025519918,-1,-1,1,20,BENIGN
6,346043,14342.14823,40.4573998,26618.69231,51447.58604,190103,2,322742,53790.33333,71997.98756,190103,854,322456,53742.66667,103763.3548,263830,2,20.2286999,20.2286999,8192,4970,6,20,BENIGN
6,14736,814.3322476,135.7220413,14736,0,14736,14736,14736,14736,0,14736,14736,0,0,0,0,0,135.7220413,0,251,-1,1,20,BENIGN
6,361451,13714.16873,38.73277429,27803.92308,58117.04818,214227,48,361451,51635.85714,76186.42555,214227,702,53081,10616.2,13025.68652,24891,48,22.13301388,16.59976041,8192,4917,7,20,BENIGN
6,1,12000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,2000000,0,4970,-1,1,20,BENIGN
6,19495,615.5424468,102.5904078,19495,0,19495,19495,0,0,0,0,0,0,0,0,0,0,51.2952039,51.2952039,256,4970,0,20,BENIGN
17,87121,2330.09263,22.95657763,87121,0,87121,87121,0,0,0,0,0,0,0,0,0,0,11.47828882,11.47828882,-1,-1,0,20,BENIGN
17,419,470167.0644,4773.26969,419,0,419,419,0,0,0,0,0,0,0,0,0,0,2386.634845,2386.634845,-1,-1,0,32,BENIGN
6,1094404,3968.369999,17.36104766,60800.22222,82579.09296,308567,4,988389,109821,108512.9863,308567,264,991005,123875.625,142841.9096,419848,4,9.137393504,8.223654153,29200,254,5,32,BENIGN
6,571,802101.5762,7005.25394,190.3333333,151.0507641,308,20,571,285.5,60.1040764,328,243,0,0,0,0,0,5253.940455,1751.313485,282,254,0,32,BENIGN
6,2004210,1335.189426,6.486346241,167017.5,565067.1531,1961001,50,43209,7201.5,16652.38463,41187,173,2003930,400786,893968.4258,1999965,475,3.492647976,2.993698265,29200,8,3,32,BENIGN
6,3,10300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,666666.6667,0,252,-1,0,32,BENIGN
6,60277969,109.0116357,0.481104465,2152784.607,4160451.471,10000000,49,60300000,4636766.846,5186118.612,10100000,215,60200000,4301876.643,5137859.239,10100000,49,0.232257328,0.248847137,8192,124,13,20,BENIGN
6,117401333,11.78010475,0.144802444,7337583.313,20000000,58900000,1,117000000,14700000,27100000,58900000,664,117000000,16800000,28600000,59000000,1,0.076660118,0.068142327,254,372,8,20,BENIGN
6,60686222,109.9261048,0.510824352,2022874.067,4055140.127,10000000,2,60700000,4045748.133,5065397.719,10100000,245,60600000,4331068.214,5140400.797,10100000,49,0.263651278,0.247173073,8192,114,15,20,BENIGN
6,115844907,19.0599661,0.258966931,3994651.966,4965214.562,10200000,29,116000000,7722993.8,4360198.057,10200000,29,113000000,8657054.308,3833879.677,10200000,702,0.138115696,0.120851234,29200,939,1,32,BENIGN
6,116282981,272.9548187,0.558981198,1816921.578,3869041.204,10200000,1,116000000,3523726.697,4839487.34,10200000,3,113000000,3765982.767,4994249.532,10200000,4,0.292390165,0.266591033,29200,972,4,32,BENIGN
6,116422017,35.14799095,0.309219862,3326343.343,4742804.838,10200000,31,116000000,6127474.579,4954608.361,10200000,188,113000000,7558322.933,4546369.213,10200000,1915,0.171788812,0.13743105,29200,1006,3,32,BENIGN
6,116421977,11.71600101,0.257683307,4014550.931,4959491.625,10200000,61,116000000,7761465.133,4273304.702,10200000,15119,114000000,8740830.923,3635288.225,10200000,803,0.137431097,0.12025221,29200,939,1,32,BENIGN
6,61147374,100.0697103,0.490617962,2108530.138,4102314.435,10000000,17,61100000,4367669.571,5124644.806,10100000,358,61100000,4361747.286,5141966.802,10100000,48,0.245308981,0.245308981,8192,115,14,20,BENIGN
6,5126655,187.451662,1.560471692,732379.2857,1859797.49,4949826,114,176829,58943,38025.94168,102807,35298,5088045,1696015,2861704.668,5000244,13790,0.780235846,0.780235846,8192,60,3,20,BENIGN
6,159,75471.69811,12578.61635,159,0,159,159,159,159,0,159,159,0,0,0,0,0,12578.61635,0,254,-1,1,20,BENIGN
6,5122617,187.5994243,1.561701763,731802.4286,1860300.016,4950311,142,172306,57435.33333,27443.02921,88937,38709,5084050,1694683.333,2862740.636,4999941,368,0.780850881,0.780850881,8192,60,3,20,BENIGN
6,73,164383.5616,27397.26027,73,0,73,73,73,73,0,73,73,0,0,0,0,0,27397.26027,0,254,-1,1,20,BENIGN
6,5211983,2.302386635,0.767462212,1737327.667,2974487.381,5171892,19,5211983,2605991.5,3628731.287,5171892,40091,0,0,0,0,0,0.575596659,0.191865553,8192,29200,2,20,BENIGN
17,86018,1464.809691,23.25094748,86018,0,86018,86018,0,0,0,0,0,0,0,0,0,0,11.62547374,11.62547374,-1,-1,0,32,BENIGN
6,5214445,2.301299563,0.767099854,1738148.333,2975995.457,5174455,87,5214445,2607222.5,3630615.019,5174455,39990,0,0,0,0,0,0.575324891,0.191774964,8192,29200,2,20,BENIGN
17,46628,6026.421892,42.89268251,46628,0,46628,46628,0,0,0,0,0,0,0,0,0,0,21.44634125,21.44634125,-1,-1,0,40,BENIGN
17,215,1637209.302,18604.65116,71.66666667,83.3446659,164,2,2,2,0,2,2,49,49,0,49,49,9302.325581,9302.325581,-1,-1,1,20,BENIGN
6,5352285,2.242033076,0.747344359,1784095,3077079.659,5337190,53,5352285,2676142.5,3763289.465,5337190,15095,0,0,0,0,0,0.560508269,0.18683609,8192,29200,2,20,BENIGN
6,5353571,2.241494509,0.747164836,1784523.667,3077705.396,5338341,47,5353571,2676785.5,3764007.885,5338341,15230,0,0,0,0,0,0.560373627,0.186791209,8192,29200,2,20,BENIGN
6,5362185,2.237893694,0.745964565,1787395,3075658.143,5338834,109,5362185,2681092.5,3758614.075,5338834,23351,0,0,0,0,0,0.559473424,0.186491141,8192,29200,2,20,BENIGN
6,5497856,2.182669026,0.727556342,1832618.667,3096502.707,5407776,134,5497856,2748928,3760178.902,5407776,90080,0,0,0,0,0,0.545667256,0.181889085,8192,5840,2,20,BENIGN
6,116111190,24.92438498,0.25837303,4003834.138,4796851.835,10000000,87,116000000,7740746,4327257.967,10300000,705,113000000,8695551.923,3803424.199,10300000,603,0.137798949,0.120574081,8192,946,15,20,BENIGN
6,4690610,38.58773166,1.279151326,938122,2038057.539,4583756,3,4690610,1172652.5,2274371.391,4583756,3,0,0,0,0,0,1.065959438,0.213191888,258,360,4,20,BENIGN
6,3,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,666666.6667,0,360,-1,1,20,BENIGN
17,22,29500000,590909.0909,1.833333333,1.696699113,7,1,22,1.833333333,1.696699113,7,1,0,0,0,0,0,590909.0909,0,-1,-1,12,40,BENIGN
17,55,55500000,236363.6364,4.583333333,9.326972941,34,1,55,4.583333333,9.326972941,34,1,0,0,0,0,0,236363.6364,0,-1,-1,12,20,BENIGN
17,4,31000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,500000,0,-1,-1,1,40,BENIGN
6,115557851,92.11836243,0.389415341,2626314.795,4436076.963,10200000,0,116000000,5024254.391,5107683.35,10200000,3,113000000,5626698.15,5194487.096,10200000,48,0.207688182,0.181727159,29200,1120,5,32,BENIGN
6,115457727,68.53590665,0.363769503,2816042.122,4536699.041,10200000,1,115000000,5248078.5,5110469.944,10200000,1,113000000,6260528.889,5097914.282,10200000,1,0.199207109,0.164562394,29200,5120,22,20,BENIGN
6,115513664,92.23151297,0.380907318,2686364.279,4469425.426,10200000,1,116000000,5022333.217,5107964.536,10200000,3,112000000,5920486.947,5161236.099,10200000,191,0.207767628,0.17313969,29200,1120,5,32,BENIGN
6,115274292,25.29618659,0.277598755,3718525.548,4911399.308,10200000,42,115000000,7204643.25,4668104.255,10200000,147,113000000,8036135.357,4350677.908,10200000,198,0.147474339,0.130124417,29200,939,1,32,BENIGN
6,115554062,98.35223274,0.372120194,2751287.19,4504604.23,10200000,0,116000000,5024089.652,5108683.27,10200000,3,113000000,6251633.389,5102199.469,10200000,236,0.207694992,0.164425202,29200,1120,5,32,BENIGN
6,116186621,54.33499955,0.361487404,2833820.024,4529078.492,10200000,6,116000000,5281210.045,5102796.298,10200000,48,113000000,6258325.056,5110143.618,10200000,48,0.197957388,0.163530016,29200,114,4,32,BENIGN
6,115458499,68.5354484,0.363767071,2816060.951,4536311.211,10200000,3,115000000,5248113.591,5109814.766,10200000,3,113000000,6260528.833,5097128.049,10200000,174,0.199205777,0.164561294,29200,5120,22,20,BENIGN
6,115274541,25.29613195,0.277598156,3718533.581,4911931.317,10200000,11,115000000,7204658.813,4667736.707,10200000,191,113000000,8036100.643,4350276.813,10200000,232,0.14747402,0.130124136,29200,939,1,32,BENIGN
6,115274855,25.29606305,0.2775974,3718543.71,4911603.533,10200000,15,115000000,7204678.438,4668179.653,10200000,107,113000000,8036104.429,4350865.898,10200000,188,0.147473619,0.130123781,29200,939,1,32,BENIGN
6,115274861,25.29606173,0.277597385,3718543.903,4911635.433,10200000,3,115000000,7204678.813,4668027.811,10200000,152,113000000,8036119.714,4350669.754,10200000,210,0.147473611,0.130123774,29200,939,1,32,BENIGN
6,49,244897.9592,40816.32653,49,0,49,49,49,49,0,49,49,0,0,0,0,0,40816.32653,0,5114,-1,1,20,BENIGN
6,224,53571.42857,8928.571429,224,0,224,224,224,224,0,224,224,0,0,0,0,0,8928.571429,0,5114,-1,1,20,BENIGN
6,3,10300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,666666.6667,0,114,-1,0,32,BENIGN
6,62147870,121.7901756,0.514900993,2004770,3983881.69,10000000,45,62100000,4143191.333,5012490.23,10100000,184,62100000,4137604.933,5030521.815,10100000,45,0.257450497,0.257450497,8192,116,15,20,BENIGN
6,60830238,112.1481721,0.460297394,2252971.778,4220239.62,10000000,29,60800000,4345017,5120994.469,10100000,330,60800000,5064948.417,5208040.169,10100000,1096,0.246587889,0.213709504,8192,127,14,20,BENIGN
6,60829854,106.5923979,0.493178892,2097581.172,4108989.149,10000000,35,60800000,4344989.571,5122546.609,10100000,220,60800000,4341369.357,5133138.063,10100000,48,0.246589446,0.246589446,8192,127,14,20,BENIGN
6,110460885,18.90261879,0.316854242,3248849.559,4563923.859,10000000,114,110000000,6495562.059,4574468.827,10000000,10765,110000000,6901521.75,4435752.495,10000000,14133,0.16295361,0.153900632,8192,360,17,20,BENIGN
6,110591251,34.01715747,0.370734571,2764781.275,4335642.654,10000000,99,111000000,5528413.7,4762164.472,10000000,545,111000000,5819373.474,4740790.788,10000000,545,0.189888439,0.180846132,8192,1080,20,20,BENIGN
6,6007290,1.997572949,0.66585765,2002430,3390621.132,5917239,142,6007290,3003645,4120444.15,5917239,90051,0,0,0,0,0,0.499393237,0.166464412,8192,5840,2,20,BENIGN
6,600081,19.99730036,3.332883394,600081,0,600081,600081,600081,600081,0,600081,600081,0,0,0,0,0,3.332883394,0,256,-1,1,20,BENIGN
17,30655,3849.290491,65.24221171,30655,0,30655,30655,0,0,0,0,0,0,0,0,0,0,32.62110586,32.62110586,-1,-1,0,32,BENIGN
17,91607,2685.384305,21.83239272,91607,0,91607,91607,0,0,0,0,0,0,0,0,0,0,10.91619636,10.91619636,-1,-1,0,40,BENIGN
6,116592251,78.99324287,0.437421866,2331845.02,4247265.943,10200000,1,117000000,4484317.346,5051519.973,10200000,1,113000000,4916508.348,5191577.323,10200000,3,0.231576282,0.205845584,29200,1091,5,32,BENIGN
6,110290951,127.4991273,0.417078641,2450910.022,4202097.991,10000000,34,110000000,5250198.286,4869469.983,10000000,199,110000000,4793657.652,4893309.235,10000000,49,0.199472394,0.217606248,8192,1116,21,20,BENIGN
6,116458410,67.94700357,0.36064377,2840449.024,4542191.312,10200000,1,116000000,5293564.091,5097239.68,10300000,3,113000000,6274747.667,5096882.172,10300000,48,0.197495398,0.163148372,29200,5120,22,20,BENIGN
6,116064888,60.33693842,0.370482415,2763449.714,4509697.667,10200000,9,116000000,5275676.727,5104425.201,10200000,49,113000000,5923788.158,5173136.851,10200000,48,0.198165013,0.172317402,29200,1066,5,32,BENIGN
6,3,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,666666.6667,0,5114,-1,1,20,BENIGN
6,116061628,49.37032246,0.336028373,3054253.368,4657583.425,10200000,4,116000000,5803081.4,5070652.94,10200000,4,113000000,6620513.412,5031336.413,10200000,72,0.180938355,0.155090018,29200,1003,4,32,BENIGN
6,37419161,97.78412723,0.534485527,1969429.526,4041762.877,16100000,28,37400000,2878397,4656807.971,16100000,28,2015019,403003.8,841090.0493,1906824,229,0.374139869,0.160345658,29200,149,3,32,BENIGN
6,600089,19.99703377,3.332838962,600089,0,600089,600089,600089,600089,0,600089,600089,0,0,0,0,0,3.332838962,0,256,-1,1,20,BENIGN
6,4690955,38.58489369,1.27905725,938191,2038721.948,4585013,48,4690955,1172738.75,2275154.264,4585013,48,0,0,0,0,0,1.065881041,0.213176208,258,360,4,20,BENIGN
6,37419491,97.78326488,0.534480814,1969446.895,4041832.794,16100000,39,37400000,2878422.385,4656909.733,16100000,48,2010311,402062.2,838483.851,1901208,227,0.37413657,0.160344244,29200,149,3,32,BENIGN
6,61157352,9871.81394,9.663596946,103656.5288,2402162.392,58300000,-1,61200000,299790.9412,4084562.314,58300000,1,61100000,158685.5766,2974815.923,58400000,0,3.352009093,6.311587853,29200,317,40,32,BENIGN
6,3,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,666666.6667,0,360,-1,1,20,BENIGN
6,118162375,81.13411735,0.3300543,3109536.184,4614888.74,10200000,27,118000000,5626779.762,4993866.336,10200000,127,115000000,7167045.5,4694441.611,10200000,798,0.186184477,0.143869823,29200,1039,4,32,BENIGN
6,116015882,94.44396587,0.430975476,2367671.061,4272590.88,10200000,2,116000000,4296884.519,5028126.56,10200000,3,113000000,5370594.286,5200873.688,10200000,191,0.241346267,0.18962921,29200,1073,7,32,BENIGN
6,119463904,99.02572747,0.46876084,2172070.982,4073940.418,10200000,5,119000000,3733247,4810748.243,10200000,51,116000000,5271572.455,5075557.256,10200000,23979,0.276234066,0.192526774,29200,416,10,32,BENIGN
6,116016147,190.4993449,0.52578888,1933602.45,3963180.065,10200000,0,116000000,3625504.594,4870474.688,10200000,3,113000000,4177129.407,5098035.084,10200000,47,0.284443165,0.241345715,29200,1073,7,32,BENIGN
6,119265114,69.43354785,0.402464714,2537555.617,4309022.779,10200000,43,119000000,4417226.444,4952386.745,10200000,110,116000000,6093263.579,4988878.44,10200000,19922,0.234771083,0.167693631,29200,390,7,32,BENIGN
6,117450583,20.40006902,0.272455012,3788728.484,4865658.003,10200000,35,117000000,7340661.438,4481721.229,10200000,193,114000000,8140056.929,4155828.234,10200000,179,0.144741725,0.127713287,29200,939,1,32,BENIGN
6,4,7750000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,500000,0,1073,-1,0,32,BENIGN
6,118187914,20.01896742,0.279216367,3693372.313,4818012.173,10200000,41,118000000,6952230.235,4624557.703,10200000,36381,115000000,8192739.429,4046886.574,10200000,20709,0.152299837,0.126916531,29200,349,2,32,BENIGN
6,4690654,38.58736969,1.279139327,938130.8,2039366.828,4586104,3,4690654,1172663.5,2275934.595,4586104,3,0,0,0,0,0,1.065949439,0.213189888,258,381,4,20,BENIGN
6,60648310,77.26513731,0.461678157,2246233.704,4217147.506,10200000,29,60600000,4043220.667,5082597.581,10200000,40,60600000,5505962.455,5229903.862,10200000,199,0.26381609,0.197862067,29200,123,3,32,BENIGN
6,110371372,115.183854,0.425835062,2399377.652,4128502.821,10000000,132,110000000,4796570.217,4812735.015,10100000,1506,110000000,5014587.318,4835993.377,10100000,1869,0.217447691,0.208387371,8192,172,23,20,BENIGN
6,3,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,666666.6667,0,381,-1,1,20,BENIGN
6,115482258,18.94663334,0.259780165,3982146.828,4964952.291,10200000,39,115000000,7698817.2,4385131.18,10200000,388,113000000,8656017.615,3832925.544,10200000,1034,0.138549421,0.121230744,29200,939,1,32,BENIGN
